CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
73;CH;78160;A;8;Rosa;494;;0
74;CH;42159;D;9;Rosa;494;;0
75;CH;14801;B;10;Rosa;494;;0
76;CH;87233;D;16;Rosa;494;;0
77;CH;83846;B;19;Rosa;494;;0
78;CH;83910;A;15;Rosa;494;;0
79;CH;85147;D;20;Rosa;494;;0
80;CH;97631;C;20;Rosa;494;;0
81;CH;88071;B;6;Rosa;494;;0
82;CH;40718;B;7;Rosa;494;;0
83;CH;87933;B;26;Rosa;494;;0
84;CH;95827;E;27;Rosa;494;;0
85;CH;83694;E;11;Rosa;494;;0
86;CH;88301;B;27;Rosa;494;;0
87;CH;95981;A;1;Rosa;494;;0
88;CH;84204;B;28;Rosa;494;;0
89;CH;97728;D;3;Rosa;494;;0
90;CH;57396;A;4;Rosa;494;;0
91;CN;97856;C;4;Amarela;487;;0
92;CN;25425;A;22;Amarela;487;;0
93;CN;12210;C;18;Amarela;487;;0
94;CN;8041;B;23;Amarela;487;;0
95;CN;7772;E;8;Amarela;487;;0
96;CN;24091;D;7;Amarela;487;;0
97;CN;84260;C;27;Amarela;487;;0
98;CN;7502;A;5;Amarela;487;;0
99;CN;84403;D;12;Amarela;487;;0
100;CN;29853;B;18;Amarela;487;;0
101;CN;96607;C;3;Amarela;487;;0
102;CN;61404;E;19;Amarela;487;;0
103;CN;98109;E;28;Amarela;487;;0
104;CN;14147;C;17;Amarela;487;;0
105;CN;98187;C;9;Amarela;487;;0
106;CN;16999;E;22;Amarela;487;;0
107;CN;90034;D;20;Amarela;487;;0
108;CN;11364;E;5;Amarela;487;;0
109;CN;12839;D;10;Amarela;487;;0
110;CN;54768;A;24;Amarela;487;;0
111;CN;10796;A;21;Amarela;487;;0
112;CN;97580;C;24;Amarela;487;;0
113;CN;85594;E;3;Amarela;487;;0
114;CN;61010;B;17;Amarela;487;;0
115;CN;88641;D;14;Amarela;487;;0
116;CN;11276;D;25;Amarela;487;;0
117;CN;85474;A;1;Amarela;487;;0
118;CN;88032;A;23;Amarela;487;;0
119;CN;66832;D;8;Amarela;487;;0
120;CN;97538;E;2;Amarela;487;;0
121;CN;96480;E;11;Amarela;487;;0
122;CN;90228;E;20;Amarela;487;;0
123;CN;84856;C;16;Amarela;487;;0
124;CN;85191;A;26;Amarela;487;;0
125;CN;96317;E;15;Amarela;487;;0
126;CN;84299;B;19;Amarela;487;;0
127;CN;85461;B;1;Amarela;487;;0
128;CN;90304;D;21;Amarela;487;;0
129;CN;41039;B;13;Amarela;487;;0
130;CN;86038;C;6;Amarela;487;;0
131;CN;40798;D;26;Amarela;487;;0
132;CN;50091;A;30;Amarela;487;;0
133;CN;12112;B;13;Amarela;487;;0
134;CN;95908;B;29;Amarela;487;;0
135;CN;98136;C;25;Amarela;487;;0
91;CN;7772;E;8;Cinza;488;;0
92;CN;24091;D;7;Cinza;488;;0
93;CN;84260;C;27;Cinza;488;;0
94;CN;7502;A;5;Cinza;488;;0
95;CN;84403;D;12;Cinza;488;;0
96;CN;29853;B;18;Cinza;488;;0
97;CN;95908;B;29;Cinza;488;;0
98;CN;98136;C;25;Cinza;488;;0
99;CN;97856;C;4;Cinza;488;;0
100;CN;25425;A;22;Cinza;488;;0
101;CN;12210;C;18;Cinza;488;;0
102;CN;8041;B;23;Cinza;488;;0
103;CN;86038;C;6;Cinza;488;;0
104;CN;40798;D;26;Cinza;488;;0
105;CN;50091;A;30;Cinza;488;;0
106;CN;12112;B;13;Cinza;488;;0
107;CN;88032;A;23;Cinza;488;;0
108;CN;66832;D;8;Cinza;488;;0
109;CN;97538;E;2;Cinza;488;;0
110;CN;61010;B;17;Cinza;488;;0
111;CN;88641;D;14;Cinza;488;;0
112;CN;11276;D;25;Cinza;488;;0
113;CN;85474;A;1;Cinza;488;;0
114;CN;54768;A;24;Cinza;488;;0
115;CN;10796;A;21;Cinza;488;;0
116;CN;97580;C;24;Cinza;488;;0
117;CN;85594;E;3;Cinza;488;;0
118;CN;96480;E;11;Cinza;488;;0
119;CN;90228;E;20;Cinza;488;;0
120;CN;84856;C;16;Cinza;488;;0
121;CN;85191;A;26;Cinza;488;;0
122;CN;96317;E;15;Cinza;488;;0
123;CN;84299;B;19;Cinza;488;;0
124;CN;11364;E;5;Cinza;488;;0
125;CN;12839;D;10;Cinza;488;;0
126;CN;96607;C;3;Cinza;488;;0
127;CN;61404;E;19;Cinza;488;;0
128;CN;98109;E;28;Cinza;488;;0
129;CN;14147;C;17;Cinza;488;;0
130;CN;85461;B;1;Cinza;488;;0
131;CN;90304;D;21;Cinza;488;;0
132;CN;41039;B;13;Cinza;488;;0
133;CN;98187;C;9;Cinza;488;;0
134;CN;16999;E;22;Cinza;488;;0
135;CN;90034;D;20;Cinza;488;;0
91;CN;86038;C;6;Azul;489;;0
92;CN;40798;D;26;Azul;489;;0
93;CN;50091;A;30;Azul;489;;0
94;CN;12112;B;13;Azul;489;;0
95;CN;95908;B;29;Azul;489;;0
96;CN;98136;C;25;Azul;489;;0
97;CN;96607;C;3;Azul;489;;0
98;CN;61404;E;19;Azul;489;;0
99;CN;98109;E;28;Azul;489;;0
100;CN;14147;C;17;Azul;489;;0
101;CN;85461;B;1;Azul;489;;0
102;CN;90304;D;21;Azul;489;;0
103;CN;41039;B;13;Azul;489;;0
104;CN;96317;E;15;Azul;489;;0
105;CN;84299;B;19;Azul;489;;0
106;CN;54768;A;24;Azul;489;;0
107;CN;10796;A;21;Azul;489;;0
108;CN;97580;C;24;Azul;489;;0
109;CN;85594;E;3;Azul;489;;0
110;CN;88032;A;23;Azul;489;;0
111;CN;66832;D;8;Azul;489;;0
112;CN;97538;E;2;Azul;489;;0
113;CN;96480;E;11;Azul;489;;0
114;CN;90228;E;20;Azul;489;;0
115;CN;84856;C;16;Azul;489;;0
116;CN;85191;A;26;Azul;489;;0
117;CN;61010;B;17;Azul;489;;0
118;CN;88641;D;14;Azul;489;;0
119;CN;11276;D;25;Azul;489;;0
120;CN;85474;A;1;Azul;489;;0
121;CN;11364;E;5;Azul;489;;0
122;CN;12839;D;10;Azul;489;;0
123;CN;84403;D;12;Azul;489;;0
124;CN;29853;B;18;Azul;489;;0
125;CN;97856;C;4;Azul;489;;0
126;CN;25425;A;22;Azul;489;;0
127;CN;12210;C;18;Azul;489;;0
128;CN;8041;B;23;Azul;489;;0
129;CN;98187;C;9;Azul;489;;0
130;CN;16999;E;22;Azul;489;;0
131;CN;90034;D;20;Azul;489;;0
132;CN;7772;E;8;Azul;489;;0
133;CN;24091;D;7;Azul;489;;0
134;CN;84260;C;27;Azul;489;;0
135;CN;7502;A;5;Azul;489;;0
91;CN;95908;B;29;Rosa;490;;0
92;CN;98136;C;25;Rosa;490;;0
93;CN;86038;C;6;Rosa;490;;0
94;CN;40798;D;26;Rosa;490;;0
95;CN;50091;A;30;Rosa;490;;0
96;CN;12112;B;13;Rosa;490;;0
97;CN;85461;B;1;Rosa;490;;0
98;CN;90304;D;21;Rosa;490;;0
99;CN;41039;B;13;Rosa;490;;0
100;CN;96317;E;15;Rosa;490;;0
101;CN;84299;B;19;Rosa;490;;0
102;CN;54768;A;24;Rosa;490;;0
103;CN;10796;A;21;Rosa;490;;0
104;CN;97580;C;24;Rosa;490;;0
105;CN;85594;E;3;Rosa;490;;0
106;CN;61010;B;17;Rosa;490;;0
107;CN;88641;D;14;Rosa;490;;0
108;CN;11276;D;25;Rosa;490;;0
109;CN;85474;A;1;Rosa;490;;0
110;CN;96480;E;11;Rosa;490;;0
111;CN;90228;E;20;Rosa;490;;0
112;CN;84856;C;16;Rosa;490;;0
113;CN;85191;A;26;Rosa;490;;0
114;CN;88032;A;23;Rosa;490;;0
115;CN;66832;D;8;Rosa;490;;0
116;CN;97538;E;2;Rosa;490;;0
117;CN;11364;E;5;Rosa;490;;0
118;CN;12839;D;10;Rosa;490;;0
119;CN;84403;D;12;Rosa;490;;0
120;CN;29853;B;18;Rosa;490;;0
121;CN;7772;E;8;Rosa;490;;0
122;CN;24091;D;7;Rosa;490;;0
123;CN;84260;C;27;Rosa;490;;0
124;CN;7502;A;5;Rosa;490;;0
125;CN;98187;C;9;Rosa;490;;0
126;CN;16999;E;22;Rosa;490;;0
127;CN;90034;D;20;Rosa;490;;0
128;CN;96607;C;3;Rosa;490;;0
129;CN;61404;E;19;Rosa;490;;0
130;CN;98109;E;28;Rosa;490;;0
131;CN;14147;C;17;Rosa;490;;0
132;CN;97856;C;4;Rosa;490;;0
133;CN;25425;A;22;Rosa;490;;0
134;CN;12210;C;18;Rosa;490;;0
135;CN;8041;B;23;Rosa;490;;0
136;MT;86427;D;20;Amarela;499;;0
137;MT;16949;C;3;Amarela;499;;0
138;MT;31817;E;1;Amarela;499;;0
139;MT;40459;B;14;Amarela;499;;0
140;MT;81870;A;6;Amarela;499;;0
141;MT;89750;B;5;Amarela;499;;0
142;MT;30871;E;26;Amarela;499;;0
143;MT;68273;B;30;Amarela;499;;0
144;MT;16331;C;16;Amarela;499;;0
145;MT;7410;C;12;Amarela;499;;0
146;MT;26563;E;10;Amarela;499;;0
147;MT;30334;B;9;Amarela;499;;0
148;MT;16115;B;27;Amarela;499;;0
149;MT;96234;C;22;Amarela;499;;0
150;MT;28698;C;3;Amarela;499;;0
151;MT;17183;C;12;Amarela;499;;0
152;MT;26265;D;24;Amarela;499;;0
153;MT;85357;D;5;Amarela;499;;0
154;MT;66986;A;29;Amarela;499;;0
155;MT;63649;E;29;Amarela;499;;0
156;MT;24100;E;13;Amarela;499;;0
157;MT;17745;E;8;Amarela;499;;0
158;MT;88445;A;4;Amarela;499;;0
159;MT;97562;B;25;Amarela;499;;0
160;MT;29269;C;18;Amarela;499;;0
161;MT;23720;B;26;Amarela;499;;0
162;MT;23807;D;11;Amarela;499;;0
163;MT;12770;B;28;Amarela;499;;0
164;MT;60664;D;17;Amarela;499;;0
165;MT;68923;E;16;Amarela;499;;0
166;MT;25028;D;21;Amarela;499;;0
167;MT;12961;D;28;Amarela;499;;0
168;MT;29575;D;25;Amarela;499;;0
169;MT;11253;D;21;Amarela;499;;0
170;MT;38777;B;7;Amarela;499;;0
171;MT;24505;E;19;Amarela;499;;0
172;MT;9343;B;8;Amarela;499;;0
173;MT;7697;D;19;Amarela;499;;0
174;MT;32450;A;23;Amarela;499;;0
175;MT;26367;C;7;Amarela;499;;0
176;MT;26992;C;11;Amarela;499;;0
177;MT;27413;C;15;Amarela;499;;0
178;MT;63358;E;2;Amarela;499;;0
179;MT;24671;A;27;Amarela;499;;0
180;MT;32823;B;20;Amarela;499;;0
136;MT;40459;B;14;Cinza;500;;0
137;MT;81870;A;6;Cinza;500;;0
138;MT;89750;B;5;Cinza;500;;0
139;MT;30871;E;26;Cinza;500;;0
140;MT;68273;B;30;Cinza;500;;0
141;MT;86427;D;20;Cinza;500;;0
142;MT;16949;C;3;Cinza;500;;0
143;MT;31817;E;1;Cinza;500;;0
144;MT;30334;B;9;Cinza;500;;0
145;MT;16115;B;27;Cinza;500;;0
146;MT;26265;D;24;Cinza;500;;0
147;MT;85357;D;5;Cinza;500;;0
148;MT;66986;A;29;Cinza;500;;0
149;MT;16331;C;16;Cinza;500;;0
150;MT;7410;C;12;Cinza;500;;0
151;MT;26563;E;10;Cinza;500;;0
152;MT;96234;C;22;Cinza;500;;0
153;MT;28698;C;3;Cinza;500;;0
154;MT;17183;C;12;Cinza;500;;0
155;MT;17745;E;8;Cinza;500;;0
156;MT;88445;A;4;Cinza;500;;0
157;MT;97562;B;25;Cinza;500;;0
158;MT;29269;C;18;Cinza;500;;0
159;MT;63649;E;29;Cinza;500;;0
160;MT;24100;E;13;Cinza;500;;0
161;MT;60664;D;17;Cinza;500;;0
162;MT;68923;E;16;Cinza;500;;0
163;MT;25028;D;21;Cinza;500;;0
164;MT;12961;D;28;Cinza;500;;0
165;MT;26367;C;7;Cinza;500;;0
166;MT;26992;C;11;Cinza;500;;0
167;MT;24671;A;27;Cinza;500;;0
168;MT;32823;B;20;Cinza;500;;0
169;MT;24505;E;19;Cinza;500;;0
170;MT;9343;B;8;Cinza;500;;0
171;MT;7697;D;19;Cinza;500;;0
172;MT;32450;A;23;Cinza;500;;0
173;MT;23720;B;26;Cinza;500;;0
174;MT;23807;D;11;Cinza;500;;0
175;MT;12770;B;28;Cinza;500;;0
176;MT;29575;D;25;Cinza;500;;0
177;MT;11253;D;21;Cinza;500;;0
178;MT;38777;B;7;Cinza;500;;0
179;MT;27413;C;15;Cinza;500;;0
180;MT;63358;E;2;Cinza;500;;0
136;MT;24671;A;27;Azul;501;;0
137;MT;32823;B;20;Azul;501;;0
138;MT;27413;C;15;Azul;501;;0
139;MT;63358;E;2;Azul;501;;0
140;MT;26367;C;7;Azul;501;;0
141;MT;26992;C;11;Azul;501;;0
142;MT;17745;E;8;Azul;501;;0
143;MT;88445;A;4;Azul;501;;0
144;MT;97562;B;25;Azul;501;;0
145;MT;29269;C;18;Azul;501;;0
146;MT;60664;D;17;Azul;501;;0
147;MT;68923;E;16;Azul;501;;0
148;MT;25028;D;21;Azul;501;;0
149;MT;12961;D;28;Azul;501;;0
150;MT;26265;D;24;Azul;501;;0
151;MT;85357;D;5;Azul;501;;0
152;MT;66986;A;29;Azul;501;;0
153;MT;63649;E;29;Azul;501;;0
154;MT;24100;E;13;Azul;501;;0
155;MT;96234;C;22;Azul;501;;0
156;MT;28698;C;3;Azul;501;;0
157;MT;17183;C;12;Azul;501;;0
158;MT;24505;E;19;Azul;501;;0
159;MT;9343;B;8;Azul;501;;0
160;MT;7697;D;19;Azul;501;;0
161;MT;32450;A;23;Azul;501;;0
162;MT;29575;D;25;Azul;501;;0
163;MT;11253;D;21;Azul;501;;0
164;MT;38777;B;7;Azul;501;;0
165;MT;23720;B;26;Azul;501;;0
166;MT;23807;D;11;Azul;501;;0
167;MT;12770;B;28;Azul;501;;0
168;MT;30334;B;9;Azul;501;;0
169;MT;16115;B;27;Azul;501;;0
170;MT;16331;C;16;Azul;501;;0
171;MT;7410;C;12;Azul;501;;0
172;MT;26563;E;10;Azul;501;;0
173;MT;86427;D;20;Azul;501;;0
174;MT;16949;C;3;Azul;501;;0
175;MT;31817;E;1;Azul;501;;0
176;MT;40459;B;14;Azul;501;;0
177;MT;81870;A;6;Azul;501;;0
178;MT;89750;B;5;Azul;501;;0
179;MT;30871;E;26;Azul;501;;0
180;MT;68273;B;30;Azul;501;;0
136;MT;27413;C;15;Rosa;502;;0
137;MT;63358;E;2;Rosa;502;;0
138;MT;26367;C;7;Rosa;502;;0
139;MT;26992;C;11;Rosa;502;;0
140;MT;24671;A;27;Rosa;502;;0
141;MT;32823;B;20;Rosa;502;;0
142;MT;60664;D;17;Rosa;502;;0
143;MT;68923;E;16;Rosa;502;;0
144;MT;25028;D;21;Rosa;502;;0
145;MT;12961;D;28;Rosa;502;;0
146;MT;96234;C;22;Rosa;502;;0
147;MT;28698;C;3;Rosa;502;;0
148;MT;17183;C;12;Rosa;502;;0
149;MT;63649;E;29;Rosa;502;;0
150;MT;24100;E;13;Rosa;502;;0
151;MT;17745;E;8;Rosa;502;;0
152;MT;88445;A;4;Rosa;502;;0
153;MT;97562;B;25;Rosa;502;;0
154;MT;29269;C;18;Rosa;502;;0
155;MT;26265;D;24;Rosa;502;;0
156;MT;85357;D;5;Rosa;502;;0
157;MT;66986;A;29;Rosa;502;;0
158;MT;23720;B;26;Rosa;502;;0
159;MT;23807;D;11;Rosa;502;;0
160;MT;12770;B;28;Rosa;502;;0
161;MT;24505;E;19;Rosa;502;;0
162;MT;9343;B;8;Rosa;502;;0
163;MT;7697;D;19;Rosa;502;;0
164;MT;32450;A;23;Rosa;502;;0
165;MT;29575;D;25;Rosa;502;;0
166;MT;11253;D;21;Rosa;502;;0
167;MT;38777;B;7;Rosa;502;;0
168;MT;16331;C;16;Rosa;502;;0
169;MT;7410;C;12;Rosa;502;;0
170;MT;26563;E;10;Rosa;502;;0
171;MT;30871;E;26;Rosa;502;;0
172;MT;68273;B;30;Rosa;502;;0
173;MT;40459;B;14;Rosa;502;;0
174;MT;81870;A;6;Rosa;502;;0
175;MT;89750;B;5;Rosa;502;;0
176;MT;30334;B;9;Rosa;502;;0
177;MT;16115;B;27;Rosa;502;;0
178;MT;86427;D;20;Rosa;502;;0
179;MT;16949;C;3;Rosa;502;;0
180;MT;31817;E;1;Rosa;502;;0
